City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
227,Nelson Bay,AU,-32.7167,152.15,62.01,98,6,3.0,clear sky,2022-07-26 01:19:43
228,San Ramon,US,37.7799,-121.978,85.6,56,0,14.97,clear sky,2022-07-26 01:16:52
229,Asau,RO,46.4333,26.4,64.96,93,0,3.44,clear sky,2022-07-26 01:19:43
230,Norrtalje,SE,59.758,18.705,67.84,90,100,8.14,light rain,2022-07-26 01:19:43
231,Pangody,RU,65.85,74.4859,54.43,63,46,12.24,scattered clouds,2022-07-26 01:19:44
232,Najran,SA,17.4924,44.1277,77.65,51,100,11.92,overcast clouds,2022-07-26 01:19:44
233,Trabzon,TR,40.9167,39.8333,64.49,68,0,4.61,clear sky,2022-07-26 01:19:45
234,Esmeraldas,BR,-19.7625,-44.3139,65.44,63,0,4.7,clear sky,2022-07-26 01:19:45
235,Samana,DO,19.2056,-69.3369,79.27,88,95,12.17,overcast clouds,2022-07-26 01:19:45
236,Diffa,NE,13.3154,12.6113,86.56,53,100,17.34,overcast clouds,2022-07-26 01:19:46
237,Tshane,BW,-24.0196,21.8684,61.77,34,100,12.24,overcast clouds,2022-07-26 01:19:46
238,Severobaykalsk,RU,55.65,109.3167,54.43,93,68,4.54,light rain,2022-07-26 01:19:47
239,Ouesso,CG,1.6136,16.0517,71.24,97,100,2.15,overcast clouds,2022-07-26 01:19:47
240,Saint-Augustin,CA,51.226,-58.6502,59.25,99,100,1.36,overcast clouds,2022-07-26 01:19:48
241,Ahuimanu,US,21.4447,-157.8378,87.51,66,0,18.41,clear sky,2022-07-26 01:19:49
242,Kudahuvadhoo,MV,2.6708,72.8944,79.14,82,100,15.93,overcast clouds,2022-07-26 01:19:49
243,Seymchan,RU,62.8833,152.4333,74.98,30,100,13.33,overcast clouds,2022-07-26 01:19:49
244,Kautokeino,NO,69.0125,23.0412,51.89,96,100,4.12,overcast clouds,2022-07-26 01:19:50
245,Lodwar,KE,3.1191,35.5973,77.68,49,98,18.21,overcast clouds,2022-07-26 01:19:50
246,Deputatskiy,RU,69.3,139.9,62.28,57,99,4.32,light rain,2022-07-26 01:19:06
247,Kholm,RU,59.2667,32.85,57.47,97,19,0.43,few clouds,2022-07-26 01:19:51
248,Ketchikan,US,55.3422,-131.6461,68.47,68,20,11.5,few clouds,2022-07-26 01:16:39
249,Yertsevo,RU,60.7966,40.086,53.92,96,29,3.56,scattered clouds,2022-07-26 01:19:51
250,Benghazi,LY,32.1167,20.0667,79.61,77,0,10.89,clear sky,2022-07-26 01:18:07
251,Teguldet,RU,57.3064,88.1667,54.81,91,17,3.36,few clouds,2022-07-26 01:19:52
252,Mahina,PF,-17.5065,-149.489,80.37,69,40,3.44,moderate rain,2022-07-26 01:19:52
253,Kargasok,RU,59.0556,80.8572,58.96,82,100,6.98,overcast clouds,2022-07-26 01:15:36
254,Haines Junction,CA,60.7522,-137.5108,67.95,52,92,14.97,overcast clouds,2022-07-26 01:19:52
255,Batemans Bay,AU,-35.7167,150.1833,58.1,45,5,9.89,clear sky,2022-07-26 01:19:53
256,Diapaga,BF,12.0708,1.7889,74.53,88,100,7.7,light rain,2022-07-26 01:19:53
257,Clyde River,CA,70.4692,-68.5914,37.63,100,75,5.75,broken clouds,2022-07-26 01:17:23
258,Prince Rupert,CA,54.3161,-130.3201,68.09,84,0,20.71,clear sky,2022-07-26 01:19:54
259,Komsomolskiy,UZ,40.4272,71.7189,79.52,34,0,9.22,clear sky,2022-07-26 01:19:54
260,Nizhniy Ingash,RU,56.2,96.53,58.33,71,100,10.13,overcast clouds,2022-07-26 01:19:54
261,Souillac,MU,-20.5167,57.5167,66.58,88,40,3.44,scattered clouds,2022-07-26 01:19:55
262,Dryden,CA,49.7833,-92.7503,68.29,60,75,8.05,broken clouds,2022-07-26 01:15:57
263,Guadalupe,MX,25.6833,-100.25,91.96,44,75,16.11,broken clouds,2022-07-26 01:19:55
264,Maraba,BR,-5.3686,-49.1178,75.38,83,0,0.0,clear sky,2022-07-26 01:19:56
265,Klaksvik,FO,62.2266,-6.589,47.32,84,44,10.2,scattered clouds,2022-07-26 01:19:56
266,Luklukan,PH,14.3254,122.7124,85.05,72,100,1.1,overcast clouds,2022-07-26 01:19:56
267,Cumra,TR,37.5732,32.7745,62.74,42,0,5.55,clear sky,2022-07-26 01:19:57
268,Grindavik,IS,63.8424,-22.4338,48.67,100,100,6.91,overcast clouds,2022-07-26 01:19:21
269,Manokwari,ID,-0.8667,134.0833,82.62,72,74,8.7,moderate rain,2022-07-26 01:19:57
270,College,US,64.8569,-147.8028,78.08,49,20,3.44,few clouds,2022-07-26 01:19:58
271,High Rock,BS,26.6208,-78.2833,84.22,71,100,14.45,overcast clouds,2022-07-26 01:19:58
272,Araioses,BR,-2.89,-41.9031,78.94,76,99,7.81,overcast clouds,2022-07-26 01:19:59
273,Teya,RU,60.3778,92.6267,57.11,97,100,2.46,overcast clouds,2022-07-26 01:19:59
274,Karpogory,RU,64.0019,44.4451,49.21,80,100,2.62,overcast clouds,2022-07-26 01:19:59
275,Cadillac,US,44.2519,-85.4012,64.31,63,0,0.0,clear sky,2022-07-26 01:15:49
276,Torrington,US,41.8007,-73.1212,76.12,95,63,5.95,broken clouds,2022-07-26 01:20:00
277,Merauke,ID,-8.4667,140.3333,79.39,75,99,14.54,overcast clouds,2022-07-26 01:20:00
278,Port Blair,IN,11.6667,92.75,82.44,83,75,3.44,broken clouds,2022-07-26 01:20:01
279,Kaitangata,NZ,-46.2817,169.8464,45.19,92,100,17.38,moderate rain,2022-07-26 01:20:01
280,Mamlyutka,KZ,54.9375,68.5394,67.75,73,100,6.08,overcast clouds,2022-07-26 01:20:01
281,Marzuq,YE,14.4,46.4667,79.48,59,100,4.99,overcast clouds,2022-07-26 01:20:02
282,Victoria,HK,22.2855,114.1577,90.25,76,22,8.01,few clouds,2022-07-26 01:18:44
283,Chuy,UY,-33.6971,-53.4616,57.25,97,100,7.14,light rain,2022-07-26 01:20:02
284,Sobolevo,RU,54.4299,31.8996,56.03,96,3,5.46,clear sky,2022-07-26 01:20:03
285,Mingaora,PK,34.7758,72.3625,75.78,85,100,2.57,overcast clouds,2022-07-26 01:20:03
286,Poplar Bluff,US,36.757,-90.3929,85.73,81,0,5.75,clear sky,2022-07-26 01:20:04
287,Tazovskiy,RU,67.4667,78.7,50.77,78,100,11.56,overcast clouds,2022-07-26 01:20:04
288,Olafsvik,IS,64.8945,-23.7142,51.75,73,100,6.4,overcast clouds,2022-07-26 01:20:05
289,Celestun,MX,20.8667,-90.4,82.69,75,59,15.93,broken clouds,2022-07-26 01:20:05
290,Macas,EC,-2.3167,-78.1167,67.48,98,98,1.48,light rain,2022-07-26 01:20:05
291,Hambantota,LK,6.1241,81.1185,78.33,84,100,11.01,overcast clouds,2022-07-26 01:20:06
292,Ust-Tsilma,RU,65.441,52.1498,48.13,80,100,8.05,overcast clouds,2022-07-26 01:20:06
293,Benguela,AO,-12.5763,13.4055,68.38,88,5,6.46,clear sky,2022-07-26 01:15:45
294,Conde,BR,-7.2597,-34.9075,72.86,83,0,6.91,clear sky,2022-07-26 01:20:07
295,Hasaki,JP,35.7333,140.8333,81.0,83,100,19.37,light rain,2022-07-26 01:20:07
296,Leningradskiy,RU,69.3833,178.4167,34.66,89,98,5.75,overcast clouds,2022-07-26 01:20:07
297,Pinyug,RU,60.251,47.7842,54.55,97,42,5.28,scattered clouds,2022-07-26 01:20:08
298,Itarema,BR,-2.9248,-39.9167,77.38,77,64,12.64,broken clouds,2022-07-26 01:20:08
299,Mahon,ES,39.8885,4.2658,81.16,69,0,17.27,clear sky,2022-07-26 01:20:08
300,Price,US,39.5994,-110.8107,90.66,14,0,3.44,clear sky,2022-07-26 01:20:09
301,Cockburn Town,TC,21.4612,-71.1419,81.97,84,65,24.16,broken clouds,2022-07-26 01:20:09
302,Rio Gallegos,AR,-51.6226,-69.2181,24.85,86,0,6.91,clear sky,2022-07-26 01:20:10
303,Debre Birhan,ET,9.6833,39.5333,53.6,84,100,4.03,light rain,2022-07-26 01:20:10
304,Kahului,US,20.8947,-156.47,87.82,64,40,21.85,scattered clouds,2022-07-26 01:15:45
305,Norman Wells,CA,65.282,-126.8329,78.84,29,75,14.97,broken clouds,2022-07-26 01:18:14
306,Tiznit,MA,29.5833,-9.5,89.58,18,13,1.92,few clouds,2022-07-26 01:20:11
307,Puri,IN,19.8,85.85,79.32,80,100,7.25,overcast clouds,2022-07-26 01:20:11
308,Stornoway,GB,58.2093,-6.3865,51.93,92,75,8.05,broken clouds,2022-07-26 01:17:19
309,Kalianget,ID,-7.05,113.9333,79.18,68,100,6.6,overcast clouds,2022-07-26 01:20:11
310,Labuhan,ID,-6.8844,112.2051,76.57,71,84,7.36,broken clouds,2022-07-26 01:18:15
311,Kavaratti,IN,10.5669,72.642,81.45,74,43,16.51,scattered clouds,2022-07-26 01:20:12
312,Thompson,CA,55.7435,-97.8558,60.96,94,75,3.44,broken clouds,2022-07-26 01:20:02
313,Molteno,ZA,-31.3968,26.3625,39.13,44,0,8.32,clear sky,2022-07-26 01:20:13
314,Saint-Pierre,RE,-21.3393,55.4781,67.91,67,0,6.91,clear sky,2022-07-26 01:20:13
315,Kloulklubed,PW,7.0419,134.2556,81.1,75,99,7.78,overcast clouds,2022-07-26 01:20:13
316,Nuevo Progreso,MX,23.1667,-97.95,84.54,60,61,1.01,broken clouds,2022-07-26 01:20:14
317,Snezhnogorsk,RU,69.1933,33.2531,56.98,82,100,8.34,overcast clouds,2022-07-26 01:20:14
318,Terrasini,IT,38.146,13.0844,82.22,77,0,1.14,clear sky,2022-07-26 01:20:14
319,Misratah,LY,32.3754,15.0925,80.56,69,0,8.28,clear sky,2022-07-26 01:20:15
320,Florianopolis,BR,-27.6146,-48.5012,60.62,98,75,8.05,broken clouds,2022-07-26 01:19:16
321,Myrtle Beach,US,33.6891,-78.8867,82.45,83,0,14.97,clear sky,2022-07-26 01:19:29
322,Bagdarin,RU,54.4333,113.6,63.54,87,99,2.75,overcast clouds,2022-07-26 01:20:15
323,Obo,CF,5.3998,26.4869,68.68,94,83,2.86,broken clouds,2022-07-26 01:20:16
324,Ucluelet,CA,48.9329,-125.5528,80.91,73,10,6.64,clear sky,2022-07-26 01:16:02
325,Kindu,CD,-2.95,25.95,73.4,78,100,1.66,overcast clouds,2022-07-26 01:20:16
326,Roblin,CA,51.23,-101.3565,54.05,97,100,5.91,overcast clouds,2022-07-26 01:20:16
327,Kiunga,PG,-6.1219,141.2906,78.69,91,65,5.77,broken clouds,2022-07-26 01:20:17
328,Murray Bridge,AU,-35.1167,139.2667,56.12,55,6,16.84,clear sky,2022-07-26 01:20:17
329,Bolshaya Glushitsa,RU,50.2406,43.5908,61.61,87,7,4.03,clear sky,2022-07-26 01:20:18
330,Burgeo,CA,47.6167,-57.6152,63.0,99,100,7.74,overcast clouds,2022-07-26 01:20:18
331,Winnemucca,US,40.973,-117.7357,98.65,7,0,9.22,clear sky,2022-07-26 01:20:18
332,Kaeo,NZ,-35.1,173.7833,57.36,86,96,19.89,overcast clouds,2022-07-26 01:20:19
333,Ilebo,CD,-4.3167,20.5833,75.31,61,95,2.37,overcast clouds,2022-07-26 01:20:19
334,Rodeo,US,38.033,-122.2669,83.07,72,0,12.66,clear sky,2022-07-26 01:20:20
335,Pyay,MM,18.8167,95.2167,82.15,75,48,2.01,scattered clouds,2022-07-26 01:20:20
336,Bousse,BF,12.6606,-1.8922,78.8,70,83,6.73,light rain,2022-07-26 01:20:21
337,Constantine,DZ,36.365,6.6147,76.41,31,0,0.0,clear sky,2022-07-26 01:16:49
338,Marshall,US,34.3834,-86.3333,84.51,81,0,3.44,clear sky,2022-07-26 01:17:51
339,Stabat,ID,3.761,98.4513,77.2,90,100,2.15,overcast clouds,2022-07-26 01:20:21
340,Henties Bay,NA,-22.116,14.2845,54.32,93,8,4.76,clear sky,2022-07-26 01:18:44
341,Baherden,TM,38.4362,57.4316,79.21,49,100,3.11,overcast clouds,2022-07-26 01:20:22
342,Chicama,PE,-7.8447,-79.1469,59.54,83,31,4.94,scattered clouds,2022-07-26 01:20:22
343,Ottawa,CA,45.4112,-75.6981,69.98,64,40,5.75,scattered clouds,2022-07-26 01:17:44
344,Srednekolymsk,RU,67.45,153.6833,62.67,34,68,12.26,broken clouds,2022-07-26 01:20:23
345,Storslett,NO,69.7678,21.0247,55.76,90,95,6.4,overcast clouds,2022-07-26 01:20:23
346,Baykit,RU,61.67,96.37,67.55,65,100,3.04,overcast clouds,2022-07-26 01:20:23
347,Begijnendijk,BE,51.0194,4.7848,64.63,80,40,5.75,scattered clouds,2022-07-26 01:20:24
348,Kontagora,NG,10.3999,5.4695,69.84,96,100,3.87,moderate rain,2022-07-26 01:20:24
349,Nome,US,64.5011,-165.4064,55.17,94,100,6.91,light rain,2022-07-26 01:17:09
350,La Paz,BO,-16.5,-68.15,44.58,81,40,5.75,scattered clouds,2022-07-26 01:20:25
351,Bengkulu,ID,-3.8004,102.2655,74.8,81,100,2.08,overcast clouds,2022-07-26 01:20:25
352,Ambon,ID,-3.6954,128.1814,75.34,100,75,5.75,light rain,2022-07-26 01:20:25
353,Zhangjiakou,CN,40.81,114.8794,76.03,66,90,9.93,overcast clouds,2022-07-26 01:20:26
354,Ullapool,GB,57.8987,-5.1604,53.35,93,100,4.85,overcast clouds,2022-07-26 01:20:26
355,Weihe,CN,32.9952,105.3247,73.24,94,99,2.64,overcast clouds,2022-07-26 01:20:26
356,Ugoofaaru,MV,5.6667,73.0,81.66,76,41,17.58,scattered clouds,2022-07-26 01:18:20
357,Airai,TL,-8.9266,125.4092,68.9,43,19,3.83,few clouds,2022-07-26 01:20:27
358,Isangel,VU,-19.55,169.2667,74.86,89,97,13.13,overcast clouds,2022-07-26 01:20:27
359,Bandarbeyla,SO,9.4942,50.8122,77.27,70,100,27.4,overcast clouds,2022-07-26 01:20:28
360,La Ronge,CA,55.1001,-105.2842,70.05,43,75,8.05,broken clouds,2022-07-26 01:20:28
361,Jaciara,BR,-15.9653,-54.9683,73.17,38,0,1.86,clear sky,2022-07-26 01:20:29
362,Bennington,US,42.8781,-73.1968,73.04,73,0,5.75,clear sky,2022-07-26 01:20:29
363,Prainha,BR,-1.8,-53.48,76.06,79,97,3.09,overcast clouds,2022-07-26 01:20:29
364,Port Hardy,CA,50.6996,-127.4199,69.98,68,20,13.8,few clouds,2022-07-26 01:16:02
365,Araouane,ML,18.9048,-3.5265,96.66,28,12,9.93,few clouds,2022-07-26 01:20:30
366,Sorong,ID,-0.8833,131.25,80.51,84,61,4.79,broken clouds,2022-07-26 01:17:37
367,Sabha,LY,27.0377,14.4283,80.01,27,0,13.2,clear sky,2022-07-26 01:20:30
368,Alofi,NU,-19.0595,-169.9187,76.89,61,75,13.8,broken clouds,2022-07-26 01:20:31
369,Panaba,MX,21.2833,-88.2667,79.86,78,20,11.7,few clouds,2022-07-26 01:20:31
370,Palu,ID,-0.8917,119.8707,84.83,65,92,1.39,overcast clouds,2022-07-26 01:20:31
371,Male,MV,4.1748,73.5089,81.32,76,56,19.73,moderate rain,2022-07-26 01:20:32
372,Maralal,KE,1.0968,36.698,56.44,75,100,4.88,overcast clouds,2022-07-26 01:20:32
373,Mareeba,AU,-17.0,145.4333,75.49,74,1,5.48,clear sky,2022-07-26 01:20:33
374,Rocha,UY,-34.4833,-54.3333,59.22,97,100,11.41,light rain,2022-07-26 01:20:33
375,Ahipara,NZ,-35.1667,173.1667,56.35,87,100,23.42,overcast clouds,2022-07-26 01:20:33
376,Ngorongoro,TZ,-3.2397,35.4875,46.26,89,68,7.49,broken clouds,2022-07-26 01:20:34
377,Pisco,PE,-13.7,-76.2167,60.85,88,72,12.66,mist,2022-07-26 01:16:09
378,Carutapera,BR,-1.195,-46.02,76.96,87,100,5.39,overcast clouds,2022-07-26 01:20:34
379,Samarai,PG,-10.6167,150.6667,80.2,73,92,16.89,overcast clouds,2022-07-26 01:20:35
380,George Town,MY,5.4112,100.3354,82.33,86,20,4.61,few clouds,2022-07-26 01:18:40
381,Luanda,AO,-8.8368,13.2343,70.63,88,97,5.59,overcast clouds,2022-07-26 01:20:35
382,Banda Aceh,ID,5.5577,95.3222,79.16,80,100,6.58,overcast clouds,2022-07-26 01:20:36
383,Sarangani,PH,5.4033,125.4636,83.77,71,98,7.54,overcast clouds,2022-07-26 01:20:36
384,Bilgoraj,PL,50.5411,22.722,60.37,70,100,6.08,overcast clouds,2022-07-26 01:20:36
385,Sergeyevka,KZ,53.88,67.4158,67.64,67,100,4.59,overcast clouds,2022-07-26 01:20:37
386,Rawson,AR,-43.3002,-65.1023,45.18,94,100,7.18,overcast clouds,2022-07-26 01:20:37
387,Okato,NZ,-39.2,173.8833,57.18,81,97,20.0,overcast clouds,2022-07-26 01:20:38
388,Craig,US,40.5153,-107.5464,82.35,23,0,6.91,clear sky,2022-07-26 01:20:38
389,Sarahan,IN,31.5167,77.8,63.66,98,100,0.78,overcast clouds,2022-07-26 01:20:39
390,Nemuro,JP,43.3236,145.575,65.68,84,6,6.42,clear sky,2022-07-26 01:20:39
391,Havoysund,NO,70.9963,24.6622,53.83,89,100,10.67,overcast clouds,2022-07-26 01:20:39
392,Nabire,ID,-3.3667,135.4833,77.2,91,100,4.16,overcast clouds,2022-07-26 01:20:40
393,Pak Phanang,TH,8.3511,100.202,86.02,78,64,1.59,broken clouds,2022-07-26 01:20:40
394,Khapa,IN,21.4333,78.9667,75.15,96,100,2.91,overcast clouds,2022-07-26 01:20:40
395,Gerash,IR,27.6652,54.1371,84.34,64,100,3.89,overcast clouds,2022-07-26 01:20:41
396,Darhan,MN,49.4867,105.9228,59.58,77,100,6.76,overcast clouds,2022-07-26 01:20:41
397,Lavrentiya,RU,65.5833,-171.0,41.52,83,100,17.92,overcast clouds,2022-07-26 01:15:50
398,Dymer,UA,50.7865,30.3026,62.96,93,0,6.38,clear sky,2022-07-26 01:20:42
399,Mayo,US,38.8876,-76.5119,78.37,89,100,6.67,overcast clouds,2022-07-26 01:20:42
400,Villafranca De Los Barros,ES,38.5614,-6.3381,72.91,43,0,6.46,clear sky,2022-07-26 01:20:43
401,Chernyshevskiy,RU,63.0128,112.4714,76.19,74,3,8.12,clear sky,2022-07-26 01:20:43
402,Nizhnevartovsk,RU,60.9344,76.5531,59.02,100,40,4.47,scattered clouds,2022-07-26 01:20:43
403,Tangier,MA,35.7806,-5.8137,88.84,39,0,1.14,clear sky,2022-07-26 01:19:42
404,Mokhsogollokh,RU,61.4681,128.9203,77.13,47,19,8.28,few clouds,2022-07-26 01:20:44
405,San Quintin,MX,30.4833,-115.95,70.52,74,0,11.88,clear sky,2022-07-26 01:20:44
406,Batsfjord,NO,70.6345,29.7185,53.53,93,100,3.44,overcast clouds,2022-07-26 01:20:45
407,Port Macquarie,AU,-31.4333,152.9167,63.9,58,29,3.91,scattered clouds,2022-07-26 01:20:45
408,Marsa Matruh,EG,31.3525,27.2453,76.93,78,0,12.35,clear sky,2022-07-26 01:20:45
409,Ballina,AU,-28.8667,153.5667,71.78,73,0,8.03,clear sky,2022-07-26 01:20:46
410,Zambrow,PL,52.9855,22.2432,61.14,77,95,8.46,overcast clouds,2022-07-26 01:20:46
411,Lagunas,PE,-5.2269,-75.6753,74.43,94,90,2.77,light rain,2022-07-26 01:20:46
412,San Blas,MX,21.5167,-105.2667,82.24,72,75,3.29,broken clouds,2022-07-26 01:20:47
413,Campbell River,CA,50.0163,-125.2446,86.38,42,0,9.22,clear sky,2022-07-26 01:15:57
414,Dali,CN,25.7,100.1833,65.32,87,62,4.32,broken clouds,2022-07-26 01:20:47
415,Hay River,CA,60.8156,-115.7999,71.58,43,40,9.22,scattered clouds,2022-07-26 01:20:48
416,Hukuntsi,BW,-24.0,21.75,61.7,34,100,12.73,overcast clouds,2022-07-26 01:20:48
417,Hongjiang,CN,27.11,109.9956,87.67,64,31,7.11,scattered clouds,2022-07-26 01:20:49
418,Lembeni,TZ,-3.7833,37.6167,59.88,92,29,2.8,scattered clouds,2022-07-26 01:20:49
419,Kushima,JP,31.4583,131.2333,85.39,77,16,3.76,few clouds,2022-07-26 01:20:49
420,Thanjavur,IN,10.8,79.15,77.56,82,98,9.06,moderate rain,2022-07-26 01:20:50
421,Montelimar,FR,44.5584,4.7509,78.53,68,0,12.01,clear sky,2022-07-26 01:20:50
422,Chapais,CA,49.7834,-74.8492,56.98,95,100,9.82,overcast clouds,2022-07-26 01:20:51
423,Sorland,NO,67.667,12.6934,53.46,89,100,16.98,overcast clouds,2022-07-26 01:20:51
424,Barinas,VE,8.6226,-70.2075,75.24,100,18,0.0,few clouds,2022-07-26 01:20:51
425,Ramanathapuram,IN,9.3833,78.8333,79.57,75,100,9.86,overcast clouds,2022-07-26 01:20:52
426,Svetlogorsk,BY,52.6333,29.7333,55.94,96,2,5.48,clear sky,2022-07-26 01:20:52
427,Cranbrook,CA,49.4999,-115.7688,85.84,25,75,4.61,broken clouds,2022-07-26 01:20:53
428,Mar Del Plata,AR,-38.0023,-57.5575,56.08,95,100,15.99,overcast clouds,2022-07-26 01:20:06
429,Leshukonskoye,RU,64.8989,45.7622,46.94,85,13,2.66,few clouds,2022-07-26 01:20:53
430,Kalmunai,LK,7.4167,81.8167,79.84,79,100,3.83,overcast clouds,2022-07-26 01:18:17
431,Sibolga,ID,1.7427,98.7792,76.03,90,100,3.85,overcast clouds,2022-07-26 01:20:54
432,Waingapu,ID,-9.6567,120.2641,78.93,65,31,9.26,scattered clouds,2022-07-26 01:20:54
433,Brae,GB,60.3964,-1.353,50.13,77,100,22.73,overcast clouds,2022-07-26 01:20:55
434,Oneonta,US,42.4529,-75.0638,67.3,93,4,4.88,clear sky,2022-07-26 01:20:55
435,The Valley,AI,18.217,-63.0578,82.26,79,94,20.98,overcast clouds,2022-07-26 01:20:56
436,Kawalu,ID,-7.3817,108.2082,71.56,77,100,2.3,overcast clouds,2022-07-26 01:20:56
437,Vaitape,PF,-16.5167,-151.75,77.58,76,82,10.11,moderate rain,2022-07-26 01:20:32
438,Plattling,DE,48.7833,12.8667,71.78,84,100,5.23,light rain,2022-07-26 01:20:57
439,Khasan,RU,42.4308,130.6434,73.22,84,47,2.1,scattered clouds,2022-07-26 01:20:57
440,Alta Floresta,BR,-9.8756,-56.0861,74.55,40,100,4.54,overcast clouds,2022-07-26 01:20:57
441,Havre-Saint-Pierre,CA,50.2334,-63.5986,66.56,94,100,11.5,overcast clouds,2022-07-26 01:20:58
442,Tres Arroyos,AR,-38.3739,-60.2798,53.06,93,100,8.86,moderate rain,2022-07-26 01:20:58
443,Kincardine,GB,56.0667,-3.7167,55.67,77,100,2.17,overcast clouds,2022-07-26 01:20:59
444,Lisala,CD,2.15,21.5167,69.85,99,98,3.65,light rain,2022-07-26 01:20:59
445,Lazdijai,LT,54.2333,23.5167,58.35,88,78,7.45,broken clouds,2022-07-26 01:20:59
446,Dinguiraye,GN,11.3,-10.7167,68.67,98,70,2.01,broken clouds,2022-07-26 01:18:10
447,Tessalit,ML,20.1986,1.0114,91.94,9,0,8.32,clear sky,2022-07-26 01:21:00
448,Lakatoro,VU,-16.0999,167.4164,82.26,74,22,4.29,few clouds,2022-07-26 01:21:00
449,Port Lincoln,AU,-34.7333,135.8667,57.2,61,47,13.87,scattered clouds,2022-07-26 01:21:01
450,Alice Springs,AU,-23.7,133.8833,56.75,44,0,19.57,clear sky,2022-07-26 01:19:16
451,Lasa,IT,46.6166,10.7002,61.36,95,100,5.12,overcast clouds,2022-07-26 01:21:01
452,Bontang,ID,0.1333,117.5,79.48,85,97,6.24,light rain,2022-07-26 01:21:01
453,Acarau,BR,-2.8856,-40.12,77.22,77,43,13.02,scattered clouds,2022-07-26 01:21:02
